Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification,Revenue_USD,Vehicle_Age,Price_Range,Mileage_Range
X6,2015,Middle East,Blue,Petrol,Automatic,2.0,126677,81976,6212,Low,509234912,9,Premium,High
I3,2013,Europe,White,Hybrid,Manual,4.5,90405,62891,6975,Low,438664725,11,Premium,Medium
M5,2020,South America,Red,Diesel,Manual,2.1,112454,108412,7647,High,829026564,4,Luxury,High
X1,2020,Africa,Red,Petrol,Automatic,1.9,32771,81710,979,Low,79994090,4,Premium,Low
M5,2012,Middle East,Black,Hybrid,Automatic,4.6,129474,91657,7413,High,679453341,12,Premium,High
M3,2017,Asia,White,Petrol,Manual,3.1,155800,60013,4893,Low,293643609,7,Premium,Very High
5 Series,2023,Middle East,Grey,Hybrid,Automatic,2.1,3668,115553,1923,Low,222208419,1,Luxury,Low
3 Series,2017,Africa,Blue,Diesel,Manual,3.5,185407,62107,5136,Low,318981552,7,Premium,Very High
3 Series,2015,South America,Blue,Diesel,Automatic,1.6,92786,90795,1863,Low,169151085,9,Premium,Medium
7 Series,2018,Africa,Red,Petrol,Automatic,3.0,38935,43562,8164,High,355640168,6,Mid-Range,Low
M3,2021,Middle East,Silver,Hybrid,Manual,3.6,193600,112070,7795,High,873585650,3,Luxury,Very High
X3,2019,Africa,Grey,Electric,Manual,4.8,174131,112058,9814,High,1099737212,5,Luxury,Very High
X3,2010,Europe,Red,Petrol,Manual,2.6,82801,61359,105,Low,6442695,14,Premium,Medium
3 Series,2022,South America,Silver,Diesel,Automatic,4.2,193780,60198,3423,Low,206057754,2,Premium,Very High
5 Series,2017,North America,Silver,Diesel,Manual,2.0,16408,45075,7540,High,339865500,7,Mid-Range,Low
I8,2015,North America,Grey,Diesel,Manual,3.0,25284,83939,2156,Low,180972484,9,Premium,Low
X6,2010,Europe,White,Electric,Automatic,2.3,74379,68063,4026,Low,274021638,14,Premium,Medium
X3,2013,Europe,Red,Hybrid,Manual,3.2,189667,78178,7664,High,599156192,11,Premium,Very High
X5,2014,Europe,Grey,Diesel,Automatic,3.0,184851,62466,6308,Low,394035528,10,Premium,Very High
X5,2016,Europe,Grey,Diesel,Manual,4.9,14747,97988,7348,High,720015824,8,Premium,Low
X5,2017,Asia,Black,Electric,Automatic,4.7,115377,96525,7607,High,734265675,7,Premium,High
M5,2018,Asia,White,Hybrid,Automatic,3.5,197394,42934,5719,Low,245539546,6,Mid-Range,Very High
X3,2021,South America,White,Electric,Manual,2.1,124654,68846,7642,High,526121132,3,Premium,High
X3,2021,Africa,Grey,Hybrid,Manual,3.4,93685,56646,4091,Low,231738786,3,Mid-Range,Medium
I3,2015,South America,White,Electric,Automatic,4.3,67571,40160,7972,High,320155520,9,Mid-Range,Medium
X6,2019,Middle East,Silver,Hybrid,Automatic,1.6,145333,84746,4013,Low,340085698,5,Premium,High
M3,2018,Asia,Grey,Electric,Manual,3.0,127333,51518,9562,High,492615116,6,Mid-Range,High
X1,2013,Middle East,White,Petrol,Automatic,1.6,37949,98792,1812,Low,179011104,11,Premium,Low
X5,2017,Middle East,Blue,Hybrid,Automatic,2.4,80242,113628,5130,Low,582911640,7,Luxury,Medium
M3,2012,Middle East,Red,Diesel,Manual,1.8,58118,101004,2111,Low,213219444,12,Luxury,Medium
I3,2013,Africa,White,Hybrid,Manual,4.9,28926,114663,7771,High,891046173,11,Luxury,Low
M3,2019,Africa,Blue,Diesel,Manual,2.1,91459,50252,7763,High,390106276,5,Mid-Range,Medium
X3,2013,Europe,Blue,Diesel,Automatic,2.0,90966,39565,6613,Low,261643345,11,Mid-Range,Medium
X3,2015,Africa,White,Hybrid,Automatic,4.9,199260,98283,1815,Low,178383645,9,Premium,Very High
I3,2024,South America,Red,Diesel,Automatic,3.3,16040,101828,8562,High,871851336,0,Luxury,Low
M3,2018,South America,Black,Hybrid,Automatic,4.2,134114,102065,4005,Low,408770325,6,Luxury,High
X5,2015,Africa,White,Diesel,Automatic,2.6,8527,42835,4664,Low,199782440,9,Mid-Range,Low
I8,2010,Europe,Silver,Diesel,Automatic,3.4,149160,101921,7567,High,771236207,14,Luxury,High
3 Series,2014,Europe,White,Diesel,Manual,1.5,68580,63091,1407,Low,88769037,10,Premium,Medium
X6,2018,North America,Red,Electric,Automatic,2.9,144862,84180,420,Low,35355600,6,Premium,High
M3,2014,Europe,Silver,Hybrid,Automatic,3.4,110507,90211,6853,Low,618215983,10,Premium,High
7 Series,2015,North America,Blue,Diesel,Manual,3.3,162979,75505,1859,Low,140363795,9,Premium,Very High
I3,2012,Europe,Blue,Petrol,Automatic,2.9,68606,102531,2069,Low,212136639,12,Luxury,Medium
5 Series,2017,North America,Red,Electric,Automatic,4.3,106809,91957,4036,Low,371138452,7,Premium,High
M5,2019,South America,Grey,Electric,Automatic,3.3,55434,42767,220,Low,9408740,5,Mid-Range,Medium
5 Series,2020,Africa,Black,Petrol,Manual,3.7,38294,49857,1939,Low,96672723,4,Mid-Range,Low
X6,2022,Middle East,Grey,Petrol,Manual,2.1,122198,74477,2766,Low,206003382,2,Premium,High
M3,2013,Middle East,Black,Petrol,Manual,4.5,172299,82612,293,Low,24205316,11,Premium,Very High
M5,2013,Asia,Grey,Hybrid,Automatic,2.8,132546,111843,2008,Low,224580744,11,Luxury,High
5 Series,2020,Europe,Red,Hybrid,Manual,3.2,23891,81148,1600,Low,129836800,4,Premium,Low
3 Series,2021,Asia,Grey,Hybrid,Manual,2.7,176065,88429,9332,High,825219428,3,Premium,Very High
3 Series,2014,North America,Silver,Petrol,Manual,4.6,23551,73188,1261,Low,92290068,10,Premium,Low
M5,2023,South America,Silver,Hybrid,Manual,4.7,117163,91350,4303,Low,393079050,1,Premium,High
X5,2019,Europe,White,Electric,Manual,2.3,103604,47615,9912,High,471959880,5,Mid-Range,High
X5,2024,Europe,White,Hybrid,Manual,4.1,3306,94217,2167,Low,204168239,0,Premium,Low
5 Series,2018,Europe,White,Hybrid,Manual,1.9,83748,41276,1915,Low,79043540,6,Mid-Range,Medium
I8,2022,South America,Blue,Petrol,Manual,1.6,140567,58835,9631,High,566639885,2,Mid-Range,High
X5,2017,Europe,Silver,Electric,Manual,4.4,160766,104505,4393,Low,459090465,7,Luxury,Very High
7 Series,2016,Asia,White,Diesel,Manual,2.0,195282,51513,1576,Low,81184488,8,Mid-Range,Very High
I8,2014,Middle East,Grey,Petrol,Manual,2.0,83145,38877,6807,Low,264635739,10,Mid-Range,Medium
3 Series,2018,Africa,Grey,Electric,Automatic,3.6,111516,103242,2126,Low,219492492,6,Luxury,High
M5,2018,Asia,Red,Petrol,Automatic,4.4,176494,70206,4781,Low,335654886,6,Premium,Very High
3 Series,2019,Asia,Black,Petrol,Manual,2.2,36423,55689,2049,Low,114106761,5,Mid-Range,Low
7 Series,2019,Europe,Red,Diesel,Automatic,1.9,81169,110225,7312,High,805965200,5,Luxury,Medium
M5,2011,Europe,Grey,Electric,Manual,1.8,164215,37534,8850,High,332175900,13,Mid-Range,Very High
5 Series,2013,Asia,Grey,Diesel,Manual,1.6,132728,62489,4732,Low,295697948,11,Premium,High
X1,2017,North America,Silver,Petrol,Automatic,1.9,36199,110680,1279,Low,141559720,7,Luxury,Low
X5,2022,Asia,Red,Electric,Automatic,4.8,19705,111272,7460,High,830089120,2,Luxury,Low
X1,2023,Africa,Red,Hybrid,Manual,1.8,55628,64525,7493,High,483485825,1,Premium,Medium
X6,2010,North America,Grey,Electric,Manual,3.6,99616,81639,8996,High,734424444,14,Premium,Medium
I8,2022,North America,Grey,Petrol,Manual,4.7,1064,60432,7600,High,459283200,2,Premium,Low
M5,2024,Asia,Silver,Hybrid,Manual,3.7,66304,103686,9578,High,993104508,0,Luxury,Medium
3 Series,2014,North America,White,Diesel,Automatic,1.6,164926,65062,4334,Low,281978708,10,Premium,Very High
X5,2017,South America,Black,Electric,Manual,3.6,2536,114677,1327,Low,152176379,7,Luxury,Low
I3,2011,Europe,Black,Petrol,Automatic,4.7,14969,97600,5907,Low,576523200,13,Premium,Low
X1,2011,North America,Grey,Hybrid,Automatic,2.6,76369,105573,864,Low,91215072,13,Luxury,Medium
3 Series,2022,Africa,Blue,Petrol,Automatic,2.6,162895,119824,8588,High,1029048512,2,Luxury,Very High
I3,2017,Asia,White,Petrol,Manual,2.4,16407,31019,1585,Low,49165115,7,Mid-Range,Low
I3,2019,South America,Blue,Petrol,Automatic,3.3,126888,81526,9264,High,755256864,5,Premium,High
X1,2021,Europe,Black,Petrol,Automatic,2.3,5125,36756,1442,Low,53002152,3,Mid-Range,Low
X3,2018,North America,Blue,Electric,Automatic,4.0,118201,103847,9549,High,991635003,6,Luxury,High
M3,2016,North America,White,Hybrid,Automatic,3.8,143320,83806,8641,High,724167646,8,Premium,High
I3,2017,Africa,Black,Hybrid,Automatic,2.9,35652,72290,5173,Low,373956170,7,Premium,Low
3 Series,2014,Europe,Red,Diesel,Automatic,4.0,125670,101620,8665,High,880537300,10,Luxury,High
M5,2010,South America,Black,Petrol,Manual,1.8,122698,52639,1998,Low,105172722,14,Mid-Range,High
7 Series,2013,Asia,Grey,Diesel,Automatic,4.1,67117,83937,6432,Low,539882784,11,Premium,Medium
M5,2024,Africa,Blue,Electric,Manual,3.6,123248,62306,8433,High,525426498,0,Premium,High
X5,2011,Europe,Black,Diesel,Manual,3.7,138359,116336,4257,Low,495242352,13,Luxury,High
X1,2012,Europe,Silver,Hybrid,Manual,1.7,178018,102332,5988,Low,612764016,12,Luxury,Very High
X1,2021,Europe,Red,Hybrid,Manual,3.7,177801,78379,1608,Low,126033432,3,Premium,Very High
3 Series,2012,Africa,Black,Electric,Manual,3.2,37201,113147,8047,High,910493909,12,Luxury,Low
I8,2018,Africa,Blue,Electric,Manual,3.2,132886,87832,1352,Low,118748864,6,Premium,High
X5,2022,Africa,Blue,Diesel,Manual,2.6,75812,66515,3366,Low,223889490,2,Premium,Medium
5 Series,2024,South America,Red,Electric,Automatic,1.5,196695,38531,9499,High,366005969,0,Mid-Range,Very High
X3,2019,North America,Blue,Electric,Manual,3.0,131231,91241,5462,Low,498358342,5,Premium,High
X1,2024,Europe,Blue,Hybrid,Automatic,2.9,168608,79721,9855,High,785650455,0,Premium,Very High
X6,2013,North America,White,Electric,Automatic,3.0,135083,32560,4390,Low,142938400,11,Mid-Range,High
7 Series,2011,Asia,Grey,Diesel,Automatic,3.6,71751,48892,3153,Low,154156476,13,Mid-Range,Medium
M3,2012,North America,Blue,Hybrid,Automatic,2.5,143532,114440,5781,Low,661577640,12,Luxury,High
7 Series,2012,North America,Red,Diesel,Automatic,2.4,33422,112826,4215,Low,475561590,12,Luxury,Low
I3,2023,South America,Grey,Petrol,Automatic,3.2,17893,32480,3593,Low,116700640,1,Mid-Range,Low
I3,2016,Asia,Silver,Petrol,Automatic,3.6,70310,81098,562,Low,45577076,8,Premium,Medium
X6,2017,South America,Blue,Electric,Automatic,3.5,173087,75264,1406,Low,105821184,7,Premium,Very High
X3,2022,Asia,Grey,Hybrid,Automatic,4.6,49898,103301,7941,High,820313241,2,Luxury,Low
3 Series,2020,South America,Silver,Hybrid,Automatic,4.2,102248,47653,9604,High,457659412,4,Mid-Range,High
3 Series,2022,Middle East,Black,Hybrid,Automatic,1.7,120205,64789,1880,Low,121803320,2,Premium,High
7 Series,2015,South America,Black,Diesel,Automatic,3.5,101389,110331,6805,Low,750802455,9,Luxury,High
I3,2013,Middle East,Blue,Diesel,Automatic,3.0,44338,49132,6991,Low,343481812,11,Mid-Range,Low
X1,2015,Middle East,Black,Hybrid,Automatic,2.8,17961,75483,7581,High,572236623,9,Premium,Low
X1,2022,Europe,Silver,Electric,Automatic,4.9,33129,119835,9131,High,1094213385,2,Luxury,Low
M5,2020,South America,Silver,Petrol,Automatic,3.1,122444,88612,7829,High,693743348,4,Premium,High
M3,2010,South America,Silver,Hybrid,Manual,4.0,7729,91129,2973,Low,270926517,14,Premium,Low
X5,2022,South America,Grey,Electric,Manual,4.9,177694,101071,9638,High,974122298,2,Luxury,Very High
X1,2019,South America,Blue,Electric,Manual,2.0,116753,79803,2507,Low,200066121,5,Premium,High
X3,2017,North America,White,Petrol,Manual,1.7,76499,47857,2565,Low,122753205,7,Mid-Range,Medium
5 Series,2010,South America,Red,Petrol,Manual,2.6,152599,111967,1778,Low,199077326,14,Luxury,Very High
7 Series,2024,Europe,Grey,Petrol,Automatic,1.7,182410,58799,9627,High,566057973,0,Mid-Range,Very High
3 Series,2014,Asia,White,Hybrid,Automatic,1.9,107413,60834,5132,Low,312200088,10,Premium,High
X3,2011,Middle East,White,Hybrid,Automatic,5.0,98354,92994,5729,Low,532762626,13,Premium,Medium
I3,2024,Middle East,White,Electric,Manual,4.9,51875,68069,2721,Low,185215749,0,Premium,Medium
I3,2015,North America,Grey,Diesel,Automatic,3.9,85711,46931,2589,Low,121504359,9,Mid-Range,Medium
7 Series,2018,Asia,White,Petrol,Automatic,4.1,137666,58397,7951,High,464314547,6,Mid-Range,High
7 Series,2014,South America,Silver,Hybrid,Automatic,2.0,77837,58421,9641,High,563236861,10,Mid-Range,Medium
I3,2013,Middle East,Black,Hybrid,Automatic,3.6,161634,34085,1176,Low,40083960,11,Mid-Range,Very High
M3,2023,Europe,White,Electric,Manual,2.0,84972,37850,9252,High,350188200,1,Mid-Range,Medium
I3,2011,North America,White,Diesel,Manual,2.8,40808,69809,696,Low,48587064,13,Premium,Low
X6,2021,Africa,Red,Hybrid,Automatic,2.7,189178,64021,980,Low,62740580,3,Premium,Very High
X3,2012,South America,White,Electric,Automatic,3.6,185682,41320,5491,Low,226888120,12,Mid-Range,Very High
X1,2015,Asia,Black,Petrol,Manual,1.8,147338,52567,301,Low,15822667,9,Mid-Range,High
M3,2017,Europe,Silver,Hybrid,Automatic,1.9,60283,42364,5147,Low,218047508,7,Mid-Range,Medium
I8,2023,Middle East,Black,Hybrid,Automatic,3.6,7404,67077,2884,Low,193450068,1,Premium,Low
I3,2017,Middle East,White,Petrol,Manual,3.7,106381,66858,5716,Low,382160328,7,Premium,High
X5,2014,South America,Black,Hybrid,Automatic,2.7,151745,77500,1431,Low,110902500,10,Premium,Very High
X1,2014,Middle East,Blue,Hybrid,Manual,2.0,33132,108181,2762,Low,298795922,10,Luxury,Low
M5,2019,Asia,Blue,Petrol,Manual,4.6,85837,71805,8706,High,625134330,5,Premium,Medium
M3,2023,Europe,White,Diesel,Automatic,1.7,13175,70245,9893,High,694933785,1,Premium,Low
X6,2022,Middle East,White,Electric,Automatic,4.0,84505,64256,2244,Low,144190464,2,Premium,Medium
X6,2012,South America,Silver,Electric,Manual,2.0,37452,63747,844,Low,53802468,12,Premium,Low
I3,2024,South America,Red,Electric,Manual,3.7,44050,55602,4429,Low,246261258,0,Mid-Range,Low
7 Series,2016,Asia,Black,Petrol,Manual,3.8,7245,102760,1879,Low,193086040,8,Luxury,Low
I8,2024,Africa,Blue,Diesel,Manual,4.3,73001,80714,2721,Low,219622794,0,Premium,Medium
7 Series,2022,Europe,Silver,Electric,Automatic,2.9,150488,75252,5565,Low,418777380,2,Premium,Very High
X5,2015,Middle East,Black,Petrol,Manual,1.6,109322,33764,8081,High,272846884,9,Mid-Range,High
M5,2024,South America,Blue,Petrol,Manual,4.3,58018,115623,5869,Low,678591387,0,Luxury,Medium
I3,2010,Europe,Grey,Electric,Manual,3.1,17065,52917,1238,Low,65511246,14,Mid-Range,Low
X1,2013,Middle East,Silver,Diesel,Manual,4.5,94561,33905,4215,Low,142909575,11,Mid-Range,Medium
I8,2015,Europe,White,Petrol,Automatic,4.2,154407,46356,3250,Low,150657000,9,Mid-Range,Very High
X3,2020,Europe,Red,Hybrid,Automatic,3.2,112245,62935,1868,Low,117562580,4,Premium,High
X1,2015,Africa,Black,Electric,Manual,5.0,2479,62078,475,Low,29487050,9,Premium,Low
M3,2020,Europe,White,Hybrid,Automatic,3.1,2912,67884,1409,Low,95648556,4,Premium,Low
3 Series,2023,Europe,Blue,Electric,Automatic,3.9,195977,30841,7142,High,220266422,1,Mid-Range,Very High
I3,2024,North America,Black,Petrol,Manual,3.8,20069,81925,8314,High,681124450,0,Premium,Low
5 Series,2021,Asia,Black,Electric,Manual,3.3,12972,39906,1620,Low,64647720,3,Mid-Range,Low
I8,2021,South America,Black,Petrol,Automatic,3.5,88150,72531,4908,Low,355982148,3,Premium,Medium
I3,2012,North America,Silver,Petrol,Automatic,4.3,91655,38477,7181,High,276303337,12,Mid-Range,Medium
X5,2015,Asia,White,Electric,Automatic,3.5,29030,38033,2743,Low,104324519,9,Mid-Range,Low
X1,2021,Asia,White,Petrol,Automatic,3.1,28747,41547,5502,Low,228591594,3,Mid-Range,Low
I8,2019,Middle East,Silver,Hybrid,Automatic,3.8,119825,118003,5984,Low,706129952,5,Luxury,High
X6,2015,Europe,Blue,Petrol,Automatic,1.6,195650,101227,4337,Low,439021499,9,Luxury,Very High
M5,2021,South America,Blue,Diesel,Automatic,1.9,177264,67810,1995,Low,135280950,3,Premium,Very High
I8,2018,Middle East,White,Electric,Automatic,1.9,159252,67360,6837,Low,460540320,6,Premium,Very High
I8,2018,Africa,Blue,Electric,Automatic,3.0,8776,56900,602,Low,34253800,6,Mid-Range,Low
7 Series,2011,Africa,Blue,Electric,Automatic,4.6,95472,49564,1291,Low,63987124,13,Mid-Range,Medium
X6,2013,Middle East,White,Diesel,Automatic,3.8,23083,82304,938,Low,77201152,11,Premium,Low
X5,2018,Africa,Black,Electric,Automatic,4.9,53820,114264,1158,Low,132317712,6,Luxury,Medium
3 Series,2024,Europe,Silver,Hybrid,Automatic,1.6,132699,32643,2376,Low,77559768,0,Mid-Range,High
X1,2023,Europe,Blue,Diesel,Automatic,4.0,36558,46053,5724,Low,263607372,1,Mid-Range,Low
7 Series,2022,Europe,Black,Petrol,Automatic,2.6,3034,98267,3924,Low,385599708,2,Premium,Low
5 Series,2013,Europe,Black,Electric,Manual,1.6,56694,81295,8691,High,706534845,11,Premium,Medium
X5,2017,South America,Black,Petrol,Automatic,4.4,163395,45944,4943,Low,227101192,7,Mid-Range,Very High
M3,2019,Asia,Grey,Hybrid,Automatic,2.1,30036,68832,7407,High,509838624,5,Premium,Low
M3,2021,South America,White,Electric,Automatic,2.2,122367,50738,2910,Low,147647580,3,Mid-Range,High
7 Series,2012,Asia,Silver,Petrol,Automatic,2.7,130113,40720,6690,Low,272416800,12,Mid-Range,High
X5,2012,Middle East,Grey,Electric,Automatic,4.3,40070,116765,9524,High,1112069860,12,Luxury,Low
I3,2018,North America,Red,Diesel,Automatic,3.7,48765,76963,2296,Low,176707048,6,Premium,Low
X1,2020,Africa,Blue,Hybrid,Automatic,2.4,56184,111707,8581,High,958557767,4,Luxury,Medium
7 Series,2019,Middle East,Silver,Electric,Automatic,2.1,64973,83926,9370,High,786386620,5,Premium,Medium
X6,2017,North America,White,Diesel,Automatic,1.9,75359,64805,101,Low,6545305,7,Premium,Medium
7 Series,2010,Europe,White,Electric,Automatic,2.0,39502,73635,4482,Low,330032070,14,Premium,Low
X1,2019,Middle East,Black,Electric,Manual,4.5,174905,96787,9015,High,872534805,5,Premium,Very High
5 Series,2023,Middle East,Black,Petrol,Manual,4.7,138909,90493,9691,High,876967663,1,Premium,High
M3,2011,Africa,Silver,Electric,Manual,4.9,107389,46326,2269,Low,105113694,13,Mid-Range,High
5 Series,2012,Middle East,Black,Electric,Manual,4.4,30383,97627,9281,High,906076187,12,Premium,Low
X1,2023,Europe,Red,Electric,Manual,4.6,190446,66635,9004,High,599981540,1,Premium,Very High
X6,2020,South America,Black,Petrol,Automatic,4.4,100678,65918,3250,Low,214233500,4,Premium,High
I3,2011,Asia,Black,Petrol,Automatic,4.9,89111,87783,8221,High,721664043,13,Premium,Medium
M5,2012,Africa,White,Electric,Manual,4.5,166352,30817,8188,High,252329596,12,Mid-Range,Very High
X1,2017,Africa,Grey,Diesel,Manual,3.1,81232,68298,6942,Low,474124716,7,Premium,Medium
X3,2020,Europe,White,Petrol,Manual,2.6,150630,61490,1334,Low,82027660,4,Premium,Very High
3 Series,2020,North America,Grey,Diesel,Manual,3.5,54276,78457,6983,Low,547865231,4,Premium,Medium
X3,2021,Europe,Grey,Electric,Automatic,3.6,156086,119936,3482,Low,417617152,3,Luxury,Very High
X1,2023,Europe,Red,Electric,Automatic,3.5,110336,67564,9576,High,646992864,1,Premium,High
X1,2015,Africa,Grey,Electric,Automatic,4.0,73002,98821,4661,Low,460604681,9,Premium,Medium
5 Series,2024,Africa,Blue,Electric,Automatic,3.9,16508,72256,1097,Low,79264832,0,Premium,Low
5 Series,2023,Middle East,Grey,Petrol,Manual,1.8,51357,95464,8745,High,834832680,1,Premium,Medium
X5,2016,South America,Grey,Petrol,Manual,2.5,72003,87308,7281,High,635689548,8,Premium,Medium
M3,2019,Asia,Red,Hybrid,Manual,4.6,172740,107740,8180,High,881313200,5,Luxury,Very High
7 Series,2024,Asia,White,Electric,Manual,3.6,91944,32595,9480,High,309000600,0,Mid-Range,Medium
I3,2024,Asia,White,Petrol,Manual,2.6,9620,90255,3362,Low,303437310,0,Premium,Low
5 Series,2022,North America,White,Hybrid,Automatic,4.5,143123,56881,9277,High,527685037,2,Mid-Range,High
X1,2019,North America,Grey,Electric,Automatic,2.4,132499,103573,9108,High,943342884,5,Luxury,High
X6,2015,Africa,Blue,Petrol,Manual,2.9,196900,91574,1435,Low,131408690,9,Premium,Very High
7 Series,2010,South America,Grey,Petrol,Automatic,2.5,91641,110243,5206,Low,573925058,14,Luxury,Medium
X5,2020,Middle East,Blue,Petrol,Manual,4.5,89424,34171,4375,Low,149498125,4,Mid-Range,Medium
I3,2012,Africa,Black,Petrol,Manual,4.0,89928,98563,7372,High,726606436,12,Premium,Medium
X6,2022,South America,Red,Hybrid,Automatic,3.1,141279,99429,2270,Low,225703830,2,Premium,High
I8,2010,Europe,Red,Electric,Automatic,4.8,199152,102899,7644,High,786559956,14,Luxury,Very High
I8,2021,North America,Black,Hybrid,Manual,4.7,19606,31256,4645,Low,145184120,3,Mid-Range,Low
I3,2024,North America,Blue,Petrol,Manual,4.0,96638,56088,1263,Low,70839144,0,Mid-Range,Medium
X3,2019,Asia,Red,Diesel,Manual,4.6,56072,100633,4914,Low,494510562,5,Luxury,Medium
7 Series,2021,South America,Grey,Hybrid,Automatic,4.0,154841,62065,4287,Low,266072655,3,Premium,Very High
5 Series,2018,Africa,Grey,Electric,Automatic,3.7,30419,30933,7677,High,237472641,6,Mid-Range,Low
X5,2022,Africa,Silver,Electric,Automatic,3.0,1246,117197,5831,Low,683375707,2,Luxury,Low
X6,2018,Asia,Silver,Hybrid,Automatic,2.5,143057,118083,6396,Low,755258868,6,Luxury,High
M3,2014,Asia,Blue,Diesel,Manual,1.7,45268,43784,8659,High,379125656,10,Mid-Range,Low
I3,2013,South America,Black,Diesel,Automatic,4.3,144474,114025,6383,Low,727821575,11,Luxury,High
I3,2021,South America,Red,Hybrid,Automatic,1.9,192830,39636,5406,Low,214272216,3,Mid-Range,Very High
I3,2018,Middle East,Blue,Electric,Manual,2.9,135193,38541,108,Low,4162428,6,Mid-Range,High
X6,2018,Asia,White,Electric,Manual,2.3,64747,118674,7383,High,876170142,6,Luxury,Medium
I3,2024,Asia,White,Petrol,Manual,3.1,126713,50297,7845,High,394579965,0,Mid-Range,High
X1,2012,Asia,Black,Diesel,Manual,2.6,164921,96060,7064,High,678567840,12,Premium,Very High
X6,2014,Africa,Silver,Petrol,Manual,4.4,152171,45363,5298,Low,240333174,10,Mid-Range,Very High
X5,2012,Africa,Black,Hybrid,Automatic,4.9,199710,34426,1916,Low,65960216,12,Mid-Range,Very High
I8,2019,Asia,Silver,Electric,Automatic,4.8,118994,84814,4900,Low,415588600,5,Premium,High
I3,2011,Europe,Red,Diesel,Automatic,3.7,22124,54953,2049,Low,112598697,13,Mid-Range,Low
X6,2010,South America,Silver,Hybrid,Manual,4.9,145091,97868,1306,Low,127815608,14,Premium,High
I3,2021,South America,Silver,Diesel,Automatic,2.9,49780,105448,6083,Low,641440184,3,Luxury,Low
I3,2019,South America,White,Hybrid,Automatic,3.3,15652,38146,739,Low,28189894,5,Mid-Range,Low
M5,2011,Asia,Red,Hybrid,Automatic,2.4,28095,44266,7376,High,326506016,13,Mid-Range,Low
M5,2017,Middle East,Red,Diesel,Manual,4.6,25646,39857,6864,Low,273578448,7,Mid-Range,Low
M5,2020,Europe,Silver,Petrol,Manual,2.1,142022,117576,522,Low,61374672,4,Luxury,High
7 Series,2017,Europe,Grey,Petrol,Automatic,3.6,36079,96302,5799,Low,558455298,7,Premium,Low
I3,2012,North America,Blue,Petrol,Automatic,4.3,27408,118448,1572,Low,186200256,12,Luxury,Low
X5,2016,Africa,Black,Diesel,Manual,3.6,87433,102616,4816,Low,494198656,8,Luxury,Medium
5 Series,2016,Middle East,White,Electric,Automatic,1.8,108330,94321,1860,Low,175437060,8,Premium,High
I3,2011,Africa,Black,Diesel,Automatic,3.6,142524,95763,6538,Low,626098494,13,Premium,High
3 Series,2018,Middle East,Blue,Diesel,Manual,4.2,62605,114360,8419,High,962796840,6,Luxury,Medium
X6,2012,Europe,Silver,Electric,Manual,2.2,73719,63204,5858,Low,370249032,12,Premium,Medium
X6,2011,South America,White,Hybrid,Manual,4.1,24556,39755,8962,High,356284310,13,Mid-Range,Low
7 Series,2021,Africa,Grey,Hybrid,Manual,4.6,7889,36022,4252,Low,153165544,3,Mid-Range,Low
X6,2012,Africa,Red,Petrol,Manual,5.0,199792,30958,6364,Low,197016712,12,Mid-Range,Very High
X6,2011,Africa,Red,Electric,Manual,2.9,178568,43165,7322,High,316054130,13,Mid-Range,Very High
M3,2024,Middle East,Grey,Electric,Manual,1.6,172026,54039,6905,Low,373139295,0,Mid-Range,Very High
7 Series,2017,South America,Black,Hybrid,Manual,3.0,117832,72344,7452,High,539107488,7,Premium,High
X3,2014,Europe,Black,Hybrid,Manual,3.8,128266,112975,9314,High,1052249150,10,Luxury,High
3 Series,2012,Middle East,Black,Petrol,Automatic,4.6,125594,102448,9602,High,983705696,12,Luxury,High
3 Series,2014,Asia,Black,Electric,Manual,4.8,67293,44230,9338,High,413019740,10,Mid-Range,Medium
M3,2020,Middle East,Black,Diesel,Automatic,4.7,56461,117015,6890,Low,806233350,4,Luxury,Medium
X1,2020,Europe,Red,Hybrid,Automatic,3.8,70428,83983,3201,Low,268829583,4,Premium,Medium
I8,2017,Asia,Blue,Petrol,Manual,3.9,8330,106086,6710,Low,711837060,7,Luxury,Low
M5,2016,South America,Black,Electric,Automatic,1.5,40334,83489,1592,Low,132914488,8,Premium,Low
I8,2015,Europe,Silver,Electric,Automatic,2.8,124075,59207,1892,Low,112019644,9,Mid-Range,High
X3,2023,Middle East,Blue,Hybrid,Automatic,4.7,82957,34152,1495,Low,51057240,1,Mid-Range,Medium
X1,2022,Middle East,White,Hybrid,Manual,3.9,145022,103796,5173,Low,536936708,2,Luxury,High
M5,2010,Europe,Silver,Electric,Manual,3.1,136194,64914,4954,Low,321583956,14,Premium,High
5 Series,2019,South America,Red,Diesel,Automatic,1.9,67211,77677,9066,High,704219682,5,Premium,Medium
I3,2010,Asia,Red,Hybrid,Manual,2.4,166669,71812,9606,High,689826072,14,Premium,Very High
X6,2010,Europe,Silver,Petrol,Automatic,3.4,21800,63621,9715,High,618078015,14,Premium,Low
X6,2023,Middle East,Silver,Diesel,Manual,4.6,101136,65269,4781,Low,312051089,1,Premium,High
X1,2019,South America,Grey,Hybrid,Manual,1.8,191184,53244,7882,High,419669208,5,Mid-Range,Very High
5 Series,2023,Africa,Silver,Electric,Automatic,2.0,153327,106131,2914,Low,309265734,1,Luxury,Very High
